candidate_id,job_id,education_level,years_experience,num_relevant_skills,skills,internal_referral,interview_score,technical_test_score,soft_skill_score,hiring_eligibility
4132,781,Bachelor,11,2,"Excel, Python, Leadership, SQL",No,3.65,7.71,3.17,Not Eligible
4133,3752,Bachelor,11,2,"Excel, Data Visualization, Python, Leadership",Yes,8.22,2.25,4.13,Eligible
4134,3875,Master,12,1,"Machine Learning, Excel, Python",No,8.41,3.27,7.68,Eligible
4135,4606,Bachelor,18,2,"Leadership, Data Visualization, SQL, Cloud Computing",No,4.9,6.33,9.96,Not Eligible
4136,2599,Bachelor,3,1,"SQL, Data Visualization, Cloud Computing, Communication",No,4.91,7.82,8.71,Not Eligible
4137,2602,Bachelor,1,4,"Machine Learning, Leadership, Excel",Yes,1.68,8.39,6.27,Not Eligible
4138,3307,Bachelor,12,3,"Communication, Python",No,4.21,4.45,6.26,Not Eligible
4139,1817,Bachelor,10,4,SQL,No,4.65,5.01,7.93,Not Eligible
4140,4087,Bachelor,6,2,Cloud Computing,Yes,5.02,7.1,2.7,Not Eligible
4141,4718,Bachelor,8,3,Python,No,5.08,3.5,8.41,Not Eligible
4142,4694,Bachelor,6,2,SQL,Yes,1.83,1.74,7.65,Not Eligible
4143,1239,Bachelor,2,1,"Machine Learning, Excel, Python, Leadership",Yes,2.47,4.99,1.62,Not Eligible
4144,3841,Master,2,2,"Communication, Cloud Computing, Leadership, Machine Learning",No,4.9,9.87,1.37,Not Eligible
4145,509,Bachelor,0,2,"Leadership, Excel, SQL, Data Visualization",No,4.41,4.36,2.39,Not Eligible
4146,423,Bachelor,0,3,"Excel, Leadership, Python",No,2.28,3.68,6.88,Not Eligible
4147,3870,Master,19,3,Machine Learning,No,6.84,8.4,9.59,Eligible
4148,1758,Master,13,2,Python,Yes,2.06,9.26,2,Not Eligible
4149,455,Bachelor,1,3,"Machine Learning, Data Visualization",Yes,1.05,8.03,6.48,Not Eligible
4150,2301,Bachelor,10,4,"SQL, Cloud Computing",No,6.51,5.71,6.35,Not Eligible
4151,3789,Bachelor,9,4,"SQL, Cloud Computing, Machine Learning",Yes,1.74,9,2.53,Eligible
4152,159,Bachelor,14,1,"Data Visualization, Leadership, Python",No,1.54,6.31,3.37,Not Eligible
4153,3207,Bachelor,10,2,"Excel, Machine Learning",No,1.77,3.66,5.85,Not Eligible
4154,3199,Bachelor,7,3,"Python, Cloud Computing, Data Visualization, Leadership",No,9.43,9.43,4.02,Eligible
4155,758,Bachelor,0,4,"Machine Learning, Python",No,1.95,6.91,2.42,Not Eligible
4156,285,Bachelor,5,4,"Data Visualization, Machine Learning, Python, Cloud Computing",No,8.55,2.2,4.87,Not Eligible
4157,1075,Master,19,3,"Data Visualization, Machine Learning, Python",No,7.99,4.02,1.81,Eligible
4158,717,Master,7,2,"Machine Learning, Leadership",Yes,8.57,6.94,6.22,Eligible
4159,3312,Bachelor,18,3,Machine Learning,No,6.45,8.54,2.3,Eligible
4160,1909,Bachelor,16,1,"Python, Machine Learning, Communication",Yes,2.4,9.9,7.56,Not Eligible
4161,1017,Master,13,1,Python,No,7.94,2.82,5.92,Eligible
4162,2127,Master,3,4,"Python, Cloud Computing, Excel, Data Visualization",Yes,6.09,8.25,1.71,Eligible
4163,1886,Bachelor,1,1,SQL,No,6.11,2.07,3.01,Not Eligible
4164,967,Bachelor,15,2,"Machine Learning, SQL",No,6.48,7.13,4.86,Not Eligible
4165,4933,Bachelor,19,4,"Data Visualization, Cloud Computing",No,2.34,1.96,4.55,Not Eligible
4166,94,Bachelor,1,3,"Leadership, Communication",No,3.62,6.04,8.43,Not Eligible
4167,2392,Bachelor,10,1,"Cloud Computing, Machine Learning, Excel",No,9.94,5.7,6.65,Not Eligible
4168,3179,Bachelor,13,2,"Machine Learning, Communication, SQL",No,8.86,9.05,8.98,Not Eligible
4169,2805,Bachelor,17,2,SQL,No,4.23,5.83,5.96,Not Eligible
4170,4461,Bachelor,9,4,Communication,Yes,9.88,7.45,3.83,Eligible
4171,94,Bachelor,11,3,"Data Visualization, Machine Learning, Leadership",Yes,1.63,8.77,1.29,Eligible
4172,3174,Bachelor,10,3,"Data Visualization, Excel, Leadership",No,4.14,2.27,2.9,Not Eligible
4173,1558,Master,8,4,"Excel, Data Visualization, SQL",Yes,6,2.06,3.32,Eligible
4174,4482,Bachelor,15,4,"Machine Learning, Python, Excel, Cloud Computing",No,6.59,2.09,1.82,Not Eligible
4175,919,Master,7,4,"Leadership, SQL, Cloud Computing, Excel",No,8.25,3.92,5.77,Eligible
4176,1642,Bachelor,4,3,"Data Visualization, Leadership",No,7.63,4.51,6.74,Not Eligible
4177,3287,Bachelor,14,2,"SQL, Excel",No,7.19,1.35,1.45,Not Eligible
4178,2518,Bachelor,14,3,Excel,No,9.77,3.24,4.11,Not Eligible
4179,2238,Bachelor,16,1,"Cloud Computing, Python, SQL, Machine Learning",No,6.39,1.06,1.25,Not Eligible
4180,4251,Bachelor,1,3,"SQL, Python",No,1.06,2.72,7.56,Not Eligible
4181,4829,Bachelor,12,3,"SQL, Machine Learning",No,6.55,4.54,5.49,Not Eligible
4182,37,Bachelor,10,1,"Communication, Machine Learning, SQL, Cloud Computing",No,7.83,7.79,7.23,Not Eligible
4183,2374,Bachelor,0,4,Leadership,No,9.26,9.98,6.57,Not Eligible
4184,2576,Bachelor,8,1,"Data Visualization, Leadership, Excel, Python",Yes,4.53,2.79,8.69,Not Eligible
4185,3196,Bachelor,3,4,"Leadership, Python",No,1.46,7.31,8.9,Not Eligible
4186,2890,Master,15,1,"Python, Excel, Data Visualization",Yes,2.14,4.17,6.03,Not Eligible
4187,942,Bachelor,15,1,"Data Visualization, Cloud Computing",No,9.17,8.65,5.16,Not Eligible
4188,3301,Bachelor,2,4,"Machine Learning, Cloud Computing, Data Visualization, Communication",No,9.56,4,9.92,Not Eligible
4189,1772,Bachelor,17,1,"Communication, Data Visualization",Yes,3.09,3.79,2.74,Not Eligible
4190,3481,Bachelor,6,2,"Python, Leadership",No,7.08,5.82,6.75,Not Eligible
4191,1696,Bachelor,9,1,"Machine Learning, Cloud Computing, SQL",No,5.26,9.98,6.58,Not Eligible
4192,2705,Bachelor,9,3,"Cloud Computing, SQL, Python, Communication",Yes,6.44,4.17,9.61,Eligible
4193,464,Bachelor,6,4,"SQL, Excel, Leadership",Yes,1.45,2.82,1.85,Not Eligible
4194,2442,Bachelor,0,4,Communication,No,9.68,7.26,9.53,Not Eligible
4195,2946,Bachelor,16,4,"Excel, Python, Machine Learning, Data Visualization",No,5.24,9.04,7.88,Eligible
4196,3101,Master,19,2,Excel,Yes,7.95,8.47,2.16,Eligible
4197,2286,Bachelor,4,3,"Excel, Machine Learning, Python",No,5.65,8.92,2.76,Not Eligible
4198,1915,Bachelor,10,1,"Python, Machine Learning, SQL",No,8.71,1.3,3.48,Not Eligible
4199,4740,Bachelor,1,3,Cloud Computing,Yes,6.7,1.72,7.09,Eligible
4200,3358,Bachelor,9,4,"Communication, Python",No,3.89,8.13,7.74,Eligible
4201,1213,Bachelor,13,3,"Cloud Computing, Leadership",No,5.49,4.71,7.63,Not Eligible
4202,3002,Bachelor,5,4,"Cloud Computing, Machine Learning",No,8.12,5.06,6.87,Not Eligible
4203,2252,Bachelor,1,4,"Leadership, Python",Yes,3.41,4.58,2.21,Not Eligible
4204,162,Bachelor,6,2,"Cloud Computing, Excel",Yes,8.08,2.52,1.39,Eligible
4205,1358,Bachelor,9,4,"Communication, Leadership, Data Visualization, Python",No,7.38,9.45,3.5,Eligible
4206,1176,Master,17,3,"SQL, Cloud Computing, Communication, Leadership",No,1.07,7.58,6.41,Eligible
4207,856,Master,0,2,SQL,No,8.8,3.91,4.18,Not Eligible
4208,4441,Bachelor,11,3,"Cloud Computing, Machine Learning",No,5.69,6.33,8.65,Not Eligible
4209,105,Bachelor,3,3,Leadership,Yes,9.35,5.75,8.39,Eligible
4210,3804,Bachelor,0,1,"Cloud Computing, Excel",Yes,1.1,5.29,2.96,Not Eligible
4211,4254,Bachelor,13,3,"Data Visualization, Machine Learning, Leadership",No,8.76,9.66,6.93,Eligible
4212,951,Master,8,2,"Data Visualization, Machine Learning, Excel, Cloud Computing",Yes,7.93,5.06,8.47,Eligible
4213,4697,Master,9,1,"SQL, Communication, Python",No,6.95,6.52,9.1,Not Eligible
4214,920,Master,11,4,Leadership,No,6.38,3.34,4.85,Not Eligible
4215,2280,Bachelor,13,1,"SQL, Communication, Leadership, Python",No,6.39,4.3,9.17,Not Eligible
4216,423,Bachelor,11,1,"Leadership, SQL, Python",Yes,8.55,6.16,7.67,Eligible
4217,4301,Bachelor,19,1,Cloud Computing,No,9.95,9.34,3.67,Not Eligible
4218,770,Bachelor,1,1,"Data Visualization, SQL, Leadership, Cloud Computing",No,5.16,9.75,4.07,Not Eligible
4219,2576,Master,2,3,Excel,No,6.1,8.28,2.25,Not Eligible
4220,2200,Bachelor,12,1,"Python, SQL",No,2.63,8.39,4.41,Not Eligible
4221,4573,Bachelor,5,3,"Python, Communication",No,4.53,2.09,4.28,Not Eligible
4222,4455,Bachelor,16,3,Cloud Computing,No,2.52,9.14,6.62,Eligible
4223,1233,Master,15,4,"Python, Leadership",Yes,1.09,9.54,3.76,Eligible
4224,4620,Bachelor,4,3,"Data Visualization, Excel, Cloud Computing",Yes,7.51,3.08,4.79,Eligible
4225,3149,Bachelor,17,2,Machine Learning,Yes,3.75,5.57,2.18,Not Eligible
4226,1525,Bachelor,3,4,"Machine Learning, SQL, Cloud Computing, Leadership",No,8.83,4.56,7.58,Not Eligible
4227,60,Bachelor,14,4,Data Visualization,No,5.42,7.71,1.37,Eligible
4228,4994,Master,12,3,"Data Visualization, Machine Learning, Communication",Yes,8.24,2.37,7.74,Eligible
4229,2818,Bachelor,13,3,"Leadership, Python",No,4.81,7.6,2.6,Eligible
4230,888,Master,8,1,"Leadership, Machine Learning, Communication, Python",Yes,8.49,8.63,9.83,Eligible
4231,4048,Bachelor,7,3,"Leadership, Data Visualization",Yes,8.7,2.08,9.9,Eligible
4232,675,Bachelor,13,1,"Python, SQL",No,5.2,3.08,9.95,Not Eligible
4233,1977,Master,6,2,"Cloud Computing, Data Visualization",No,9.4,2.11,1.12,Eligible
4234,162,Master,2,4,SQL,No,3.66,8.27,2.95,Not Eligible
4235,4478,PhD,3,4,"Machine Learning, Leadership",Yes,4.37,1.2,5.98,Not Eligible
4236,4906,Bachelor,16,3,"Python, Communication, Leadership, Cloud Computing",No,5.29,9.05,7.61,Eligible
4237,1899,Bachelor,8,4,"Leadership, Excel",No,7.73,5.84,8.34,Not Eligible
4238,2065,Master,10,4,Data Visualization,No,4.59,2.94,2.22,Not Eligible
4239,2083,PhD,0,2,Machine Learning,Yes,1.75,2.36,8.7,Not Eligible
4240,1228,Master,11,4,"Machine Learning, Communication, Data Visualization, Cloud Computing",No,1.02,2.38,7.29,Not Eligible
4241,4453,Master,6,1,"Cloud Computing, Data Visualization",No,8.85,3.41,3.61,Eligible
4242,4358,Bachelor,8,4,"Cloud Computing, Excel, Communication, Machine Learning",No,6.76,1.73,1.08,Not Eligible
4243,1460,Bachelor,2,1,"Machine Learning, SQL",No,2.53,8.18,9.22,Not Eligible
4244,2122,Master,10,1,Leadership,Yes,9.12,3.46,2.78,Eligible
4245,4503,Bachelor,9,1,"Machine Learning, Cloud Computing, Leadership",Yes,7.5,1.14,4.28,Eligible
4246,3795,PhD,18,1,Python,Yes,7.89,8.17,8.65,Eligible
4247,1195,Bachelor,0,2,"Data Visualization, Cloud Computing, Python, Excel",No,5.05,6.27,6.97,Not Eligible
4248,3656,Bachelor,13,2,"Leadership, SQL",No,7.78,1.29,2.19,Not Eligible
4249,1609,Bachelor,7,4,"Machine Learning, Data Visualization, Excel, Communication",No,6.45,3.03,9.81,Not Eligible
4250,1218,Bachelor,6,2,"Python, Excel",Yes,7.61,3.9,3.87,Eligible
4251,4514,Master,9,1,"Cloud Computing, SQL",No,4.05,9.45,6.35,Not Eligible
4252,1490,Master,11,2,"Leadership, Cloud Computing, Excel",No,5.82,4.84,6.65,Not Eligible
4253,1691,Bachelor,18,3,Cloud Computing,No,1.32,7.22,6.11,Eligible
4254,3569,Bachelor,6,3,"Leadership, Excel, Data Visualization",Yes,2.46,7.99,6.22,Eligible
4255,4844,Bachelor,8,2,"Machine Learning, Python",No,8.71,5.71,3.18,Not Eligible
4256,3739,Bachelor,18,3,"SQL, Machine Learning, Excel, Cloud Computing",Yes,6.9,1.91,9.64,Eligible
4257,4070,Bachelor,6,4,"Communication, Python",No,8.45,9.41,5.39,Eligible
4258,448,Master,15,3,"Python, SQL, Machine Learning",No,6.05,5.05,2.26,Not Eligible
4259,1212,Master,6,4,"Python, Excel",No,4.89,2.53,8.65,Not Eligible
4260,4305,Bachelor,11,2,Python,No,8.34,7.91,2.32,Not Eligible
4261,1097,Bachelor,2,1,"Leadership, SQL",Yes,1.42,8.94,8.76,Not Eligible
4262,96,Master,4,2,SQL,No,7.18,7.59,6.04,Eligible
4263,2894,Bachelor,5,4,"Communication, Excel, Python",Yes,6.48,5.02,1.4,Eligible
4264,4147,Bachelor,16,3,"SQL, Communication",Yes,1.32,9.85,2.1,Eligible
4265,4659,Master,16,2,"SQL, Data Visualization",Yes,4.02,1.9,9.49,Not Eligible
4266,1584,Bachelor,3,2,"Excel, Communication",Yes,5.67,2.32,2.15,Not Eligible
4267,3876,Bachelor,9,2,"Cloud Computing, Machine Learning, Python",No,1.29,3.48,6.28,Not Eligible
4268,3353,Bachelor,7,4,"SQL, Communication, Python",No,3.77,2.19,3.82,Not Eligible
4269,4229,Bachelor,13,3,"Data Visualization, Cloud Computing, Communication",No,1.13,5.03,8.18,Not Eligible
4270,842,Master,10,2,"SQL, Excel, Leadership",No,3.45,6.36,8.15,Not Eligible
4271,1362,Bachelor,5,1,"Cloud Computing, Machine Learning, Excel, Communication",No,9.8,3.73,8.18,Not Eligible
4272,4983,Bachelor,12,4,"SQL, Cloud Computing, Excel, Machine Learning",Yes,5.08,1.27,2.87,Not Eligible
4273,4582,Master,14,4,"Machine Learning, Python, Excel",Yes,9.55,6.04,7.4,Eligible
4274,3764,Bachelor,11,3,"Machine Learning, Leadership, Excel",No,8.24,6.05,1.82,Not Eligible
4275,87,Bachelor,9,1,Excel,No,3.36,8.84,1.69,Not Eligible
4276,1072,Bachelor,11,2,Leadership,No,9.43,1.93,4.68,Not Eligible
4277,1891,Bachelor,3,3,"Data Visualization, Excel, Machine Learning",No,3.7,4.34,6.38,Not Eligible
4278,4769,Master,7,4,"Leadership, Python",No,4.11,3.09,3.82,Not Eligible
4279,3878,Bachelor,19,1,"SQL, Python, Data Visualization",No,3.73,1.92,3.75,Not Eligible
4280,2497,Bachelor,2,2,Excel,No,4.98,3.71,1.67,Not Eligible
4281,4614,Master,6,4,"Data Visualization, Communication, Machine Learning",No,1.66,8.24,2.76,Eligible
4282,1685,Bachelor,2,2,"Machine Learning, Data Visualization, Leadership",No,8.35,3.11,6.49,Not Eligible
4283,3099,Bachelor,0,3,"Leadership, SQL",No,1.74,9.22,7.13,Not Eligible
4284,4571,Master,18,1,"Machine Learning, Leadership, Python, Excel",No,5.31,7.23,9.17,Not Eligible
4285,4588,Bachelor,13,3,"SQL, Cloud Computing, Excel, Python",Yes,1.63,1.86,4.37,Not Eligible
4286,646,Master,2,2,"Leadership, Data Visualization",No,6.89,2.99,3.13,Not Eligible
4287,808,Bachelor,1,2,Data Visualization,No,5.05,1.31,7.47,Not Eligible
4288,4249,Bachelor,3,4,"Leadership, Machine Learning",No,1.01,2.04,7.06,Not Eligible
4289,2547,Bachelor,4,1,"Communication, Leadership",No,4.88,7.49,3.48,Not Eligible
4290,2885,Bachelor,5,1,SQL,No,4.27,2.39,7.92,Not Eligible
4291,4798,Master,8,2,"SQL, Cloud Computing, Data Visualization",No,9.23,3.63,2.81,Eligible
4292,79,Bachelor,9,2,"SQL, Communication",No,6.39,7.16,4.13,Not Eligible
4293,3118,Bachelor,4,2,"Leadership, SQL",Yes,8.44,6.75,3.21,Eligible
4294,1456,Bachelor,17,4,"Python, Machine Learning, Data Visualization",No,2.3,9.07,6.84,Eligible
4295,2470,Bachelor,6,2,Communication,No,2.14,4.01,5.43,Not Eligible
4296,3665,Master,9,1,Excel,Yes,2.65,4.3,7.61,Not Eligible
4297,4626,Bachelor,10,1,"Cloud Computing, Data Visualization, SQL",No,9.49,1.86,1.97,Not Eligible
4298,1923,Bachelor,16,4,"Cloud Computing, Communication, Excel, Data Visualization",No,1.89,3.55,3.31,Not Eligible
4299,1891,Bachelor,7,1,"SQL, Data Visualization",No,5.35,8.61,5.37,Not Eligible
4300,4973,Bachelor,6,4,"Machine Learning, Python, Cloud Computing, Leadership",No,1.69,2.25,1.51,Not Eligible
4301,875,Bachelor,13,3,"Data Visualization, Cloud Computing, Leadership, SQL",Yes,7.83,4.34,7.58,Eligible
4302,1664,Bachelor,10,2,"SQL, Python",No,4.46,8.59,3.54,Not Eligible
4303,2405,Bachelor,7,2,"Communication, SQL, Data Visualization, Cloud Computing",No,6.51,2.98,6.43,Not Eligible
4304,2790,Bachelor,0,1,Excel,No,1.64,2.41,9.11,Not Eligible
4305,1209,Bachelor,5,2,"SQL, Python",Yes,4.88,1.06,3.28,Not Eligible
4306,2817,Bachelor,13,1,"Data Visualization, Excel, Leadership",Yes,2.2,9.26,7.72,Not Eligible
4307,311,Bachelor,4,2,SQL,Yes,3.92,8.83,6.7,Not Eligible
4308,3686,Master,15,4,"Excel, Communication, Python",Yes,2.7,2.7,2.62,Not Eligible
4309,2417,PhD,12,2,"Excel, Data Visualization",No,5.34,8.09,7.6,Not Eligible
4310,4427,Bachelor,15,4,"Python, Communication",No,9.04,9.76,1.55,Eligible
4311,2864,Master,13,2,"Cloud Computing, Communication, Excel, Python",No,4.58,3.75,5.67,Not Eligible
4312,3476,Bachelor,1,4,Data Visualization,Yes,9.13,7.01,2.07,Eligible
4313,4453,Master,17,4,"Machine Learning, Python, Excel, Data Visualization",Yes,7.97,2.85,7.18,Eligible
4314,3975,Bachelor,1,3,"Communication, Data Visualization, Leadership, Machine Learning",No,7.72,6.29,3.74,Not Eligible
4315,2690,Bachelor,2,1,"Python, Cloud Computing",Yes,8.03,3.95,8.25,Eligible
4316,4347,Master,8,2,"Communication, Python, Excel",No,7.4,6.54,5.41,Eligible
4317,296,Master,17,2,"Machine Learning, Python, Leadership, Cloud Computing",No,2.83,7.01,1.72,Not Eligible
4318,2670,Master,19,1,"Leadership, Data Visualization, Communication, SQL",Yes,8.55,7.46,6.38,Eligible
4319,1033,Bachelor,12,4,"SQL, Python",No,4.38,9.13,1.12,Eligible
4320,4730,Master,9,3,"Data Visualization, Leadership, Machine Learning, Communication",No,3.42,1.99,3.64,Not Eligible
4321,2347,Bachelor,1,1,"Communication, Data Visualization, SQL",No,8.5,3.48,3.42,Not Eligible
4322,1889,Bachelor,18,2,"Data Visualization, Excel, Machine Learning, SQL",No,6.56,2.53,9.82,Not Eligible
4323,4821,Bachelor,8,1,"Excel, Machine Learning",No,3.28,4.93,3.19,Not Eligible
4324,974,Bachelor,7,3,"Excel, Python",No,8.99,4.88,7.09,Not Eligible
4325,4658,Bachelor,12,3,"Machine Learning, Communication, Cloud Computing",No,5.85,4.01,3.31,Not Eligible
4326,4699,Bachelor,5,4,"Excel, Data Visualization, Machine Learning, SQL",Yes,1.22,9.89,1.72,Eligible
4327,1034,Bachelor,8,2,"Communication, Machine Learning",No,5.74,7.85,1.57,Not Eligible
4328,1234,Master,13,2,Communication,Yes,9.6,1.83,9.34,Eligible
4329,2755,Master,1,4,"Python, Communication, SQL, Data Visualization",No,2.46,4.62,1.87,Not Eligible
4330,3460,Master,6,4,"Data Visualization, Machine Learning, Python",No,3.71,8.75,8.48,Eligible
4331,1493,Master,11,1,"SQL, Machine Learning, Leadership",No,3.06,2.5,5.89,Not Eligible
4332,2198,Master,10,1,Python,Yes,2.98,5.18,4.89,Not Eligible
4333,4809,Master,18,1,"Communication, Machine Learning, SQL, Leadership",No,1.7,7.96,9.97,Not Eligible
4334,4460,Bachelor,18,1,"Python, Machine Learning",No,5.2,1.77,9.02,Not Eligible
4335,297,Bachelor,14,4,"Leadership, Machine Learning, Python, Communication",Yes,8.37,8.36,3.15,Eligible
4336,1513,Bachelor,19,3,"Machine Learning, Leadership, Communication",No,3.16,2,6.39,Not Eligible
4337,3728,Master,12,3,Cloud Computing,No,7.4,5.17,2.42,Eligible
4338,581,Bachelor,14,1,"SQL, Communication, Leadership",Yes,6.16,9.61,6.38,Eligible
4339,654,PhD,4,1,Leadership,Yes,2.91,5.58,2.13,Not Eligible
4340,3508,Bachelor,0,4,"Python, Machine Learning, Excel",No,6.13,9.11,6.65,Not Eligible
4341,1038,Bachelor,15,1,"Communication, SQL",No,5.7,9.26,9.75,Not Eligible
4342,687,Bachelor,10,2,"SQL, Excel, Communication, Data Visualization",No,3.03,4.86,6.24,Not Eligible
4343,2832,Master,14,3,"Communication, Leadership",No,1.15,9.41,2.13,Eligible
4344,1604,Bachelor,12,1,"Excel, Data Visualization, Leadership, Cloud Computing",Yes,4.66,1.81,8.2,Not Eligible
4345,2815,Bachelor,14,1,"Cloud Computing, Communication",No,3.91,4.12,3.99,Not Eligible
4346,87,Bachelor,17,3,"Machine Learning, Cloud Computing, Communication, SQL",No,3.55,8.96,1.85,Eligible
4347,841,Master,14,3,"Communication, SQL, Python",No,7.29,5.78,6.9,Eligible
4348,3682,Bachelor,1,2,"Data Visualization, Excel, Machine Learning, SQL",No,7.39,7.45,8.48,Not Eligible
4349,4227,Bachelor,8,2,Cloud Computing,Yes,9.34,1.38,5.34,Eligible
4350,1391,Bachelor,16,4,"Machine Learning, Leadership, Data Visualization",No,1.25,6.99,9.38,Not Eligible
4351,3246,Bachelor,17,2,"Leadership, Excel, Cloud Computing, Data Visualization",No,9.19,8.65,7.14,Not Eligible
4352,4963,Master,9,2,"Communication, Leadership, Cloud Computing",Yes,7.07,7.12,6.63,Eligible
4353,3599,Bachelor,8,1,"Leadership, Excel, SQL",No,6.94,9.58,4.18,Not Eligible
4354,811,Bachelor,19,1,"Cloud Computing, Machine Learning, SQL, Data Visualization",No,9.93,7.25,3.81,Not Eligible
4355,1289,Master,19,2,"Data Visualization, Cloud Computing",No,1.7,3.84,3.55,Not Eligible
4356,2909,Master,19,4,"Machine Learning, Communication",No,8.23,3.29,9.62,Eligible
4357,3111,Master,8,4,"Python, Communication, Leadership",Yes,6.34,6.66,6.85,Eligible
4358,231,Bachelor,3,3,"Leadership, SQL, Communication",No,2.46,1.86,6.35,Not Eligible
4359,2535,Bachelor,14,2,"Excel, Cloud Computing, Data Visualization",No,7.94,4.46,3.88,Not Eligible
4360,4153,Master,19,3,"Excel, Cloud Computing, Leadership",Yes,4.23,4.92,4.18,Not Eligible
4361,2102,Bachelor,9,2,"Leadership, Machine Learning, Cloud Computing",No,3.27,6.42,3.51,Not Eligible
4362,2469,Master,9,2,"Excel, SQL",No,6.2,3.1,2.41,Not Eligible
4363,4042,Bachelor,15,1,"Excel, SQL",No,5.29,9.35,9.28,Not Eligible
4364,2002,Bachelor,0,2,"Communication, Python",No,2.41,9.48,6.24,Not Eligible
4365,3484,PhD,18,1,"Python, Excel, Machine Learning, Communication",No,7.58,6.38,7.6,Eligible
4366,4155,Bachelor,3,4,"SQL, Leadership",No,3.81,7.05,5.28,Not Eligible
4367,2478,Bachelor,7,4,"Excel, Leadership, Python",No,5.43,3.76,1.51,Not Eligible
4368,2495,Bachelor,16,2,"Communication, Cloud Computing, Leadership, SQL",No,3.6,3.31,5.23,Not Eligible
4369,1443,Bachelor,2,4,"Data Visualization, Leadership, Excel, Python",No,4.96,3.43,1.38,Not Eligible
4370,4963,Bachelor,2,2,Machine Learning,No,3.25,4.66,9.52,Not Eligible
4371,1907,Master,11,3,"Machine Learning, Python, Communication",No,5.33,9.36,4.09,Eligible
4372,3285,Bachelor,7,4,"Python, SQL, Cloud Computing",Yes,2.45,3.78,2.39,Not Eligible
4373,3642,Bachelor,4,2,"Data Visualization, Machine Learning",No,3.54,3.59,3.04,Not Eligible
4374,2701,Bachelor,14,3,"Python, Excel, Leadership, SQL",Yes,2.92,3.93,9.2,Not Eligible
4375,3974,Master,7,3,"Machine Learning, Data Visualization, Cloud Computing, Python",No,4.25,3.11,2.86,Not Eligible
4376,2861,Bachelor,12,2,"Excel, Machine Learning, Python, Leadership",Yes,8.47,7.55,2.2,Eligible
4377,133,Bachelor,5,4,Data Visualization,No,5.46,4.63,6.56,Not Eligible
4378,2073,Bachelor,9,4,"Excel, Communication, Machine Learning",Yes,4.82,5.21,1.85,Not Eligible
4379,4808,Bachelor,0,2,"Data Visualization, SQL, Python, Communication",Yes,6.15,7.44,5.25,Eligible
4380,3917,Bachelor,8,1,Communication,No,8.06,6.85,7.11,Not Eligible
4381,48,PhD,4,4,"SQL, Leadership, Data Visualization",No,3.67,4.64,2.26,Not Eligible
4382,2108,Bachelor,11,4,Leadership,Yes,8.26,1.21,8.01,Eligible
4383,791,Master,12,4,"Python, Cloud Computing, Communication",No,3.25,9.03,4.86,Eligible
4384,1878,Bachelor,5,2,"Python, Data Visualization",No,8.63,2.03,7.4,Not Eligible
4385,3862,Bachelor,15,2,Machine Learning,No,8.5,8.58,3.28,Not Eligible
4386,2112,Master,11,2,"Data Visualization, Leadership, Cloud Computing",No,6.32,7.74,4.93,Not Eligible
4387,629,Bachelor,3,3,"Machine Learning, Leadership, Excel",No,4.21,8.51,5.29,Not Eligible
4388,3610,Master,2,4,"Cloud Computing, Communication, Excel, Python",No,4.73,9.05,3.66,Not Eligible
4389,4708,Bachelor,1,1,Python,Yes,8.32,1.42,8.12,Eligible
4390,1743,PhD,9,4,Leadership,No,1.74,4.94,2.6,Not Eligible
4391,4070,Master,11,3,"Python, Data Visualization, Cloud Computing, Excel",Yes,8.08,1.52,6.97,Eligible
4392,3490,Bachelor,3,4,"Machine Learning, Communication, Cloud Computing",No,2.2,3.86,9.39,Not Eligible
4393,4668,Bachelor,14,2,"Cloud Computing, Excel",No,8.34,2.27,8.54,Not Eligible
4394,1689,Bachelor,13,4,"Communication, Excel, SQL",Yes,9.11,6.21,7.88,Eligible
4395,2614,Bachelor,12,1,"Leadership, SQL",No,5.62,6.54,2.29,Not Eligible
4396,2459,Bachelor,16,4,"Machine Learning, Leadership, Data Visualization",Yes,7.78,6.12,7.83,Eligible
4397,21,Bachelor,4,2,"Communication, Data Visualization",Yes,2.82,3.01,4.37,Not Eligible
4398,4643,Bachelor,9,4,SQL,Yes,7.95,3.21,1.93,Eligible
4399,3764,Bachelor,9,2,"Cloud Computing, Communication, Data Visualization, Leadership",No,7.33,3.77,7.28,Not Eligible
4400,4550,Bachelor,16,3,"SQL, Data Visualization, Excel",No,2.03,2.4,1.59,Not Eligible
4401,1178,Bachelor,18,3,Excel,No,5.54,4.89,4.43,Not Eligible
4402,3727,Master,11,3,"Leadership, SQL",No,7.9,7.34,8.74,Eligible
4403,2721,Bachelor,1,4,"Communication, Leadership, Data Visualization, Machine Learning",Yes,1.83,8.23,7.18,Not Eligible
4404,2969,Bachelor,2,4,"Communication, Machine Learning",Yes,6.93,1.21,5.66,Eligible
4405,3793,Bachelor,14,3,Excel,No,8.21,1.41,8.94,Not Eligible
4406,2732,Bachelor,12,3,"Data Visualization, Machine Learning, Leadership",Yes,4.14,6.62,7.75,Not Eligible
4407,4884,Bachelor,3,2,"Cloud Computing, SQL, Communication",No,4.44,5.12,5.23,Not Eligible
4408,4842,Bachelor,13,2,"Machine Learning, Python",No,3.47,4.1,7.72,Not Eligible
4409,312,Master,12,1,"Machine Learning, Data Visualization, Leadership, Communication",No,2.68,8.02,8.95,Not Eligible
